StudyName	ExportDate	Name	Age	Gender	StimulusName	SlideType	EventSource	Timestamp	MediaTime	TimeSignal	GazeLeftx	GazeLefty	GazeRightx	GazeRighty	PupilLeft	PupilRight	DistanceLeft	DistanceRight	CameraLeftX	CameraLeftY	CameraRightX	CameraRightY	ValidityLeft	ValidityRight	GazeX	GazeY	GazeAOI	InterpolatedGazeX	InterpolatedGazeY	GazeEventType	GazeVelocityAngle	SaccadeSeq	SaccadeStart	SaccadeDuration	FixationSeq	FixationX	FixationY	FixationStart	FixationDuration	FixationAOI	PostMarker	Annotation	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
Clipped - Hazard Identification A	20190216	sara	0	FEMALE	smiGlasses	TestImage	ET	0	0	0	613	674	613	674	4	4	2	2	-1	-1	-1	-1	0	0	613	674		613	674		0																	
Clipped - Hazard Identification A	20190216	sara	0	FEMALE	smiGlasses	TestImage	ET	16	16	16	601	198	601	198	6.1	5.7	2	2	-1	-1	-1	-1	0	0	601	198		601	198		0																	
Clipped - Hazard Identification A	20190216	sara	0	FEMALE	smiGlasses	TestImage	ET	33	33	33	646	599	646	599	6	5	2	2	-1	-1	-1	-1	0	0	646	599		646	599		0																	
Clipped - Hazard Identification A	20190216	sara	0	FEMALE	smiGlasses	TestImage	ET	49	49	49	645	709	645	709	5.8	5	2	2	-1	-1	-1	-1	0	0	645	709		645	709		0																	
Clipped - Hazard Identification A	20190216	sara	0	FEMALE	smiGlasses	TestImage	ET	66	66	66	564	424	564	424	0	5	2	2	-1	-1	-1	-1	0	0	564	424		564	424		0																	
Clipped - Hazard Identification A	20190216	sara	0	FEMALE	smiGlasses	TestImage	ET	83	83	83	546	410	546	410	0	4.8	2	2	-1	-1	-1	-1	0	0	546	410		546	410		0																	
Clipped - Hazard Identification A	20190216	sara	0	FEMALE	smiGlasses	TestImage	ET	99	99	99	542	376	542	376	0	4.9	2	2	-1	-1	-1	-1	0	0	542	376		542	376		0																	
Clipped - Hazard Identification A	20190216	sara	0	FEMALE	smiGlasses	TestImage	ET	116	116	116	-1	-1	-1	-1	0	0	2	2	-1	-1	-1	-1	2	2	-1	-1		-1	-1		0																	
Clipped - Hazard Identification A	20190216	sara	0	FEMALE	smiGlasses	TestImage	ET	132	132	132	-1	-1	-1	-1	0	0	2	2	-1	-1	-1	-1	2	2	-1	-1		-1	-1		0																	
Clipped - Hazard Identification A	20190216	sara	0	FEMALE	smiGlasses	TestImage	ET	149	149	149	-1	-1	-1	-1	0	0	2	2	-1	-1	-1	-1	2	2	-1	-1		-1	-1		0																	
